type|code|description|section
GROUP|32.50|Fabbricazione di strumenti e forniture mediche e dentistiche|C
CLASS|32.50.1|Fabbricazione di protesi dentarie|C
CLASS|32.50.10|Fabbricazione di protesi dentarie|C
CLASS|32.50.2|Fabbricazione di altre protesi e ausili|C
CLASS|32.50.20|Fabbricazione di altre protesi e ausili|C
CLASS|32.50.3|Fabbricazione di lenti oftalmiche|C
CLASS|32.50.30|Fabbricazione di lenti oftalmiche|C
CLASS|32.50.4|Fabbricazione di montature per occhiali|C
CLASS|32.50.40|Fabbricazione di montature per occhiali|C
CLASS|32.50.5|Fabbricazione di altri strumenti e forniture mediche e dentistiche|C
CLASS|32.50.51|Fabbricazione di strumenti e apparecchiature mediche e dentistiche|C
CLASS|32.50.52|Fabbricazione di forniture mediche e dentistiche|C
CLASS|32.50.53|Fabbricazione di mobili per uso medico e dentistico|C
GROUP|32.9|Attività manifatturiere n.c.a.|C
GROUP|32.91|Fabbricazione di scope e spazzole|C
CLASS|32.91.0|Fabbricazione di scope e spazzole|C
CLASS|32.91.00|Fabbricazione di scope e spazzole|C
GROUP|32.99|Altre attività manifatturiere n.c.a.|C
CLASS|32.99.1|Fabbricazione di dispositivi protettivi di sicurezza|C
CLASS|32.99.10|Fabbricazione di dispositivi protettivi di sicurezza|C
CLASS|32.99.2|Fabbricazione di ombrelli| bottoni| chiusure lampo| parrucche e affini|C
CLASS|32.99.20|Fabbricazione di ombrelli| bottoni| chiusure lampo| parrucche e affini|C
CLASS|32.99.3|Fabbricazione di articoli di cancelleria|C
CLASS|32.99.30|Fabbricazione di articoli di cancelleria|C
CLASS|32.99.4|Fabbricazione di casse funebri|C
CLASS|32.99.40|Fabbricazione di casse funebri|C
CLASS|32.99.9|Fabbricazione di altri articoli n.c.a.|C
CLASS|32.99.91|Fabbricazione di sigarette elettroniche|C
CLASS|32.99.99|Fabbricazione di altri articoli vari n.c.a.|C
DIVISION|33|Riparazione| manutenzione e installazione di macchine e apparecchiature|C
GROUP|33.1|Riparazione e manutenzione di prodotti in metallo| macchine e apparecchiature|C
GROUP|33.11|Riparazione e manutenzione di prodotti in metallo|C
CLASS|33.11.0|Riparazione e manutenzione di prodotti in metallo|C
CLASS|33.11.01|Riparazione e manutenzione di cisterne| serbatoi e contenitori in metallo|C
CLASS|33.11.02|Riparazione e manutenzione di utensileria ad azionamento manuale|C
CLASS|33.11.03|Riparazione e manutenzione di stampi| portastampi| sagome| forme per macchine|C
CLASS|33.11.04|Riparazione e manutenzione di casseforti| cassette di sicurezza| porte metalliche blindate|C
CLASS|33.11.05|Riparazione e manutenzione di armi da fuoco militari| di ordinanza e artiglieria|C
CLASS|33.11.06|Riparazione e manutenzione di armi per uso sportivo e civile|C
CLASS|33.11.09|Riparazione e manutenzione di altri prodotti in metallo|C
GROUP|33.12|Riparazione e manutenzione di macchinari|C
CLASS|33.12.1|Riparazione e manutenzione di motori| turbine| pompe| compressori e altri elementi simili|C
CLASS|33.12.10|Riparazione e manutenzione di motori| turbine| pompe| compressori e altri elementi simili|C
CLASS|33.12.2|Riparazione e manutenzione di caldaie per processi industriali|C
CLASS|33.12.20|Riparazione e manutenzione di caldaie per processi industriali|C
CLASS|33.12.3|Riparazione e manutenzione di apparecchi di sollevamento e movimentazione|C
CLASS|33.12.30|Riparazione e manutenzione di apparecchi di sollevamento e movimentazione|C
CLASS|33.12.4|Riparazione e manutenzione di impianti di refrigerazione industriale e di depurazione dell'aria|C
CLASS|33.12.40|Riparazione e manutenzione di impianti di refrigerazione industriale e di depurazione dell'aria|C
CLASS|33.12.5|Riparazione e manutenzione di altre macchine di impiego generale|C
CLASS|33.12.51|Riparazione e manutenzione di macchine e attrezzature per ufficio|C
CLASS|33.12.52|Riparazione e manutenzione di bilance e distributori automatici|C
CLASS|33.12.53|Riparazione e manutenzione di impianti di distillazione o rettificazione per raffinerie di petrolio e industrie|C
CLASS|33.12.54|Riparazione e manutenzione di macchine per impacchettare e imballare|C
CLASS|33.12.59|Riparazione e manutenzione di altre macchine di impiego generale n.c.a.|C
CLASS|33.12.6|Riparazione e manutenzione di trattori agricoli|C
CLASS|33.12.60|Riparazione e manutenzione di trattori agricoli|C
CLASS|33.12.7|Riparazione e manutenzione di altre macchine per l'agricoltura e la silvicoltura|C
CLASS|33.12.70|Riparazione e manutenzione di altre macchine per l'agricoltura e la silvicoltura|C
CLASS|33.12.9|Riparazione e manutenzione di altre macchine per impieghi speciali|C
CLASS|33.12.91|Affilatura di lame e seghe per macchinari|C
CLASS|33.12.92|Riparazione e manutenzione di giostre| altalene e altre attrazioni di divertimento|C
CLASS|33.12.99|Riparazione e manutenzione di altre macchine per impieghi speciali n.c.a.|C
GROUP|33.13|Riparazione e manutenzione di apparecchiature elettroniche e ottiche|C
CLASS|33.13.0|Riparazione e manutenzione di apparecchiature elettroniche e ottiche|C
CLASS|33.13.01|Riparazione e manutenzione di apparecchiature per irradiazione| elettromedicali ed elettroterapeutiche|C
CLASS|33.13.02|Riparazione e manutenzione di strumenti e apparecchiature ottiche|C
CLASS|33.13.09|Riparazione e manutenzione di altre apparecchiature elettroniche e ottiche|C
GROUP|33.14|Riparazione e manutenzione di apparecchiature elettriche|C
CLASS|33.14.0|Riparazione e manutenzione di apparecchiature elettriche|C
CLASS|33.14.00|Riparazione e manutenzione di apparecchiature elettriche|C
GROUP|33.15|Riparazione e manutenzione di navi e imbarcazioni per scopi civili|C
CLASS|33.15.0|Riparazione e manutenzione di navi e imbarcazioni per scopi civili|C
CLASS|33.15.00|Riparazione e manutenzione di navi e imbarcazioni per scopi civili|C
GROUP|33.16|Riparazione e manutenzione di aeromobili e veicoli spaziali per scopi civili|C
CLASS|33.16.0|Riparazione e manutenzione di aeromobili e veicoli spaziali per scopi civili|C
CLASS|33.16.00|Riparazione e manutenzione di aeromobili e veicoli spaziali per scopi civili|C
GROUP|33.17|Riparazione e manutenzione di altri mezzi di trasporto per scopi civili|C
CLASS|33.17.0|Riparazione e manutenzione di altri mezzi di trasporto per scopi civili|C
CLASS|33.17.00|Riparazione e manutenzione di altri mezzi di trasporto per scopi civili|C
GROUP|33.18|Riparazione e manutenzione di veicoli da combattimento| navi| imbarcazioni| aeromobili e|C
CLASS|33.18.1|Riparazione e manutenzione di veicoli da combattimento per scopi militari|C
CLASS|33.18.10|Riparazione e manutenzione di veicoli da combattimento per scopi militari|C
CLASS|33.18.2|Riparazione e manutenzione di navi e imbarcazioni per scopi militari|C
CLASS|33.18.20|Riparazione e manutenzione di navi e imbarcazioni per scopi militari|C
CLASS|33.18.3|Riparazione e manutenzione di aeromobili e veicoli spaziali per scopi militari|C
CLASS|33.18.30|Riparazione e manutenzione di aeromobili e veicoli spaziali per scopi militari|C
GROUP|33.19|Riparazione e manutenzione di altre apparecchiature|C
CLASS|33.19.0|Riparazione e manutenzione di altre apparecchiature|C
CLASS|33.19.00|Riparazione e manutenzione di altre apparecchiature|C
GROUP|33.2|Installazione di macchine e apparecchiature industriali|C
GROUP|33.20|Installazione di macchine e apparecchiature industriali|C
CLASS|33.20.0|Installazione di macchine e apparecchiature industriali|C
CLASS|33.20.01|Installazione di motori| generatori e trasformatori elettrici e di apparecchiature per la distribuzione e il|C
CLASS|33.20.02|Installazione di apparecchiature per le comunicazioni e di apparecchiature radiotelevisive|C
CLASS|33.20.03|Installazione di strumenti e apparecchi di misurazione e controllo|C
CLASS|33.20.04|Installazione di cisterne| serbatoi e contenitori in metallo|C
CLASS|33.20.05|Installazione di generatori di vapore|C
CLASS|33.20.06|Installazione di macchinari e attrezzature per ufficio|C
CLASS|33.20.07|Installazione di strumenti e apparecchiature mediche e dentistiche|C
CLASS|33.20.09|Installazione di altre macchine e apparecchiature industriali|C
SECTION|D|FORNITURA DI ENERGIA ELETTRICA| GAS| VAPORE E ARIA
DIVISION|35|Fornitura di energia elettrica| gas| vapore e aria condizionata|D
GROUP|35.1|Produzione| trasmissione e distribuzione di energia elettrica|D
GROUP|35.11|Produzione di energia elettrica da fonti non rinnovabili|D
CLASS|35.11.0|Produzione di energia elettrica da fonti non rinnovabili|D
CLASS|35.11.00|Produzione di energia elettrica da fonti non rinnovabili|D
GROUP|35.12|Produzione di energia elettrica da fonti rinnovabili|D
CLASS|35.12.0|Produzione di energia elettrica da fonti rinnovabili|D
CLASS|35.12.00|Produzione di energia elettrica da fonti rinnovabili|D
GROUP|35.13|Trasmissione di energia elettrica|D
CLASS|35.13.0|Trasmissione di energia elettrica|D
CLASS|35.13.00|Trasmissione di energia elettrica|D
GROUP|35.14|Distribuzione di energia elettrica|D
CLASS|35.14.0|Distribuzione di energia elettrica|D
CLASS|35.14.00|Distribuzione di energia elettrica|D
GROUP|35.15|Commercio di energia elettrica|D
CLASS|35.15.0|Commercio di energia elettrica|D
CLASS|35.15.00|Commercio di energia elettrica|D
GROUP|35.16|Stoccaggio di energia elettrica|D
CLASS|35.16.0|Stoccaggio di energia elettrica|D
CLASS|35.16.00|Stoccaggio di energia elettrica|D
GROUP|35.2|Produzione di gas e distribuzione di combustibili gassosi mediante condotte|D
GROUP|35.21|Produzione di gas|D
CLASS|35.21.0|Produzione di gas|D
CLASS|35.21.00|Produzione di gas|D
GROUP|35.22|Distribuzione di combustibili gassosi mediante condotte|D
CLASS|35.22.0|Distribuzione di combustibili gassosi mediante condotte|D
CLASS|35.22.00|Distribuzione di combustibili gassosi mediante condotte|D
GROUP|35.23|Commercio di gas distribuito mediante condotte|D
CLASS|35.23.0|Commercio di gas distribuito mediante condotte|D
CLASS|35.23.00|Commercio di gas distribuito mediante condotte|D
GROUP|35.24|Stoccaggio di gas nell'ambito dei servizi di fornitura della rete|D
CLASS|35.24.0|Stoccaggio di gas nell'ambito dei servizi di fornitura della rete|D
CLASS|35.24.00|Stoccaggio di gas nell'ambito dei servizi di fornitura della rete|D
GROUP|35.3|Fornitura di vapore e aria condizionata|D
GROUP|35.30|Fornitura di vapore e aria condizionata|D
CLASS|35.30.0|Fornitura di vapore e aria condizionata|D
CLASS|35.30.00|Fornitura di vapore e aria condizionata|D
GROUP|35.4|Attività di servizi di intermediazione per l'energia elettrica e il gas naturale|D
GROUP|35.40|Attività di servizi di intermediazione per l'energia elettrica e il gas naturale|D
CLASS|35.40.0|Attività di servizi di intermediazione per l'energia elettrica e il gas naturale|D
CLASS|35.40.00|Attività di servizi di intermediazione per l'energia elettrica e il gas naturale|D
SECTION|E|FORNITURA DI ACQUA; GESTIONE DI RETI FOGNARIE|
DIVISION|36|Raccolta| trattamento e fornitura di acqua|E
GROUP|36.0|Raccolta| trattamento e fornitura di acqua|E
GROUP|36.00|Raccolta| trattamento e fornitura di acqua|E
CLASS|36.00.0|Raccolta| trattamento e fornitura di acqua|E
CLASS|36.00.00|Raccolta| trattamento e fornitura di acqua|E
DIVISION|37|Gestione delle reti fognarie|E
GROUP|37.0|Gestione delle reti fognarie|E
GROUP|37.00|Gestione delle reti fognarie|E
CLASS|37.00.0|Gestione delle reti fognarie|E
CLASS|37.00.00|Gestione delle reti fognarie|E
DIVISION|38|Attività di raccolta| recupero e smaltimento dei rifiuti|E
GROUP|38.1|Raccolta dei rifiuti|E
GROUP|38.11|Raccolta di rifiuti non pericolosi|E
CLASS|38.11.0|Raccolta di rifiuti non pericolosi|E
CLASS|38.11.00|Raccolta di rifiuti non pericolosi|E
GROUP|38.12|Raccolta di rifiuti pericolosi|E
CLASS|38.12.0|Raccolta di rifiuti pericolosi|E
CLASS|38.12.00|Raccolta di rifiuti pericolosi|E
GROUP|38.2|Recupero dei rifiuti|E
GROUP|38.21|Recupero dei materiali|E
CLASS|38.21.1|Smantellamento di carcasse|E
CLASS|38.21.11|Smantellamento di carcasse di navi per il recupero dei materiali|E
CLASS|38.21.12|Smantellamento di altre carcasse|E
CLASS|38.21.2|Recupero dei materiali da rifiuti metallici|E
CLASS|38.21.20|Recupero dei materiali da rifiuti metallici|E
CLASS|38.21.3|Recupero dei materiali da rifiuti plastici|E
CLASS|38.21.30|Recupero dei materiali da rifiuti plastici|E
CLASS|38.21.4|Recupero dei materiali da altri rifiuti|E
CLASS|38.21.40|Recupero dei materiali da altri rifiuti|E
GROUP|38.22|Recupero di energia|E
CLASS|38.22.0|Recupero di energia|E
CLASS|38.22.00|Recupero di energia|E
GROUP|38.23|Altre attività di recupero dei rifiuti|E
CLASS|38.23.0|Altre attività di recupero dei rifiuti|E
CLASS|38.23.00|Altre attività di recupero dei rifiuti|E
GROUP|38.3|Smaltimento dei rifiuti senza recupero|E
GROUP|38.31|Incenerimento senza recupero di energia|E
CLASS|38.31.0|Incenerimento senza recupero di energia|E
CLASS|38.31.00|Incenerimento senza recupero di energia|E
GROUP|38.32|Conferimento in discarica o stoccaggio permanente|E
CLASS|38.32.0|Conferimento in discarica o stoccaggio permanente|E
CLASS|38.32.00|Conferimento in discarica o stoccaggio permanente|E
GROUP|38.33|Altre attività di smaltimento dei rifiuti|E
CLASS|38.33.0|Altre attività di smaltimento dei rifiuti|E
CLASS|38.33.00|Altre attività di smaltimento dei rifiuti|E
DIVISION|39|Attività di risanamento e altri servizi di gestione dei rifiuti|E
GROUP|39.0|Attività di risanamento e altri servizi di gestione dei rifiuti|E
GROUP|39.00|Attività di risanamento e altri servizi di gestione dei rifiuti|E
CLASS|39.00.0|Attività di risanamento e altri servizi di gestione dei rifiuti|E
CLASS|39.00.01|Attività di rimozione di amianto| vernici a base di piombo e altri materiali tossici|E
CLASS|39.00.09|Attività di risanamento e altri servizi di gestione dei rifiuti n.c.a.|E
SECTION|F|COSTRUZIONI
DIVISION|41|Costruzione di edifici residenziali e non residenziali|F
GROUP|41.0|Costruzione di edifici residenziali e non residenziali|F
GROUP|41.00|Costruzione di edifici residenziali e non residenziali|F
CLASS|41.00.0|Costruzione di edifici residenziali e non residenziali|F
CLASS|41.00.00|Costruzione di edifici residenziali e non residenziali|F
DIVISION|42|Ingegneria civile|F
GROUP|42.1|Costruzione di strade e linee ferroviarie|F
GROUP|42.11|Costruzione di strade e autostrade|F
CLASS|42.11.0|Costruzione di strade e autostrade|F
CLASS|42.11.00|Costruzione di strade e autostrade|F
GROUP|42.12|Costruzione di linee ferroviarie e metropolitane|F
CLASS|42.12.0|Costruzione di linee ferroviarie e metropolitane|F
CLASS|42.12.00|Costruzione di linee ferroviarie e metropolitane|F
GROUP|42.13|Costruzione di ponti e gallerie|F
CLASS|42.13.0|Costruzione di ponti e gallerie|F
CLASS|42.13.00|Costruzione di ponti e gallerie|F
GROUP|42.2|Costruzione di opere di pubblica utilità|F
GROUP|42.21|Costruzione di opere di pubblica utilità per il trasporto dei fluidi|F
CLASS|42.21.0|Costruzione di opere di pubblica utilità per il trasporto dei fluidi|F
CLASS|42.21.00|Costruzione di opere di pubblica utilità per il trasporto dei fluidi|F
GROUP|42.22|Costruzione di opere di pubblica utilità per l'energia elettrica e le telecomunicazioni|F
CLASS|42.22.0|Costruzione di opere di pubblica utilità per l'energia elettrica e le telecomunicazioni|F
CLASS|42.22.00|Costruzione di opere di pubblica utilità per l'energia elettrica e le telecomunicazioni|F
GROUP|42.9|Costruzione di altre opere di ingegneria civile|F
GROUP|42.91|Costruzione di opere idrauliche|F
CLASS|42.91.0|Costruzione di opere idrauliche|F
CLASS|42.91.00|Costruzione di opere idrauliche|F
GROUP|42.99|Costruzione di altre opere di ingegneria civile n.c.a.|F
CLASS|42.99.0|Costruzione di altre opere di ingegneria civile n.c.a.|F
CLASS|42.99.00|Costruzione di altre opere di ingegneria civile n.c.a.|F
DIVISION|43|Lavori di costruzione specializzati|F
GROUP|43.1|Demolizione e preparazione del cantiere edile|F
GROUP|43.11|Demolizione|F
CLASS|43.11.0|Demolizione|F
CLASS|43.11.00|Demolizione|F
GROUP|43.12|Preparazione del cantiere edile|F
CLASS|43.12.0|Preparazione del cantiere edile|F
CLASS|43.12.01|Preparazione del sito per scavi archeologici|F
CLASS|43.12.09|Altre attività di preparazione del cantiere edile|F
GROUP|43.13|Trivellazioni e perforazioni|F
CLASS|43.13.0|Trivellazioni e perforazioni|F
CLASS|43.13.00|Trivellazioni e perforazioni|F
GROUP|43.2|Installazione di impianti elettrici| idraulici e altri lavori di installazione edili|F
GROUP|43.21|Installazione di impianti elettrici|F
CLASS|43.21.0|Installazione di impianti elettrici|F
CLASS|43.21.01|Installazione di impianti di illuminazione e fotovoltaici in edifici|F
CLASS|43.21.02|Installazione di cablaggi per telecomunicazioni e altre reti|F
CLASS|43.21.03|Installazione di impianti di illuminazione stradale e di piste aeroportuali|F
CLASS|43.21.04|Installazione di insegne elettriche e luminarie per feste|F
CLASS|43.21.05|Installazione di impianti di illuminazione elettrica votiva e cimiteriale|F
GROUP|43.22|Installazione di impianti idraulici| di riscaldamento e di condizionamento dell'aria|F
CLASS|43.22.0|Installazione di impianti idraulici| di riscaldamento e di condizionamento dell'aria|F
CLASS|43.22.01|Installazione di impianti geotermici|F
CLASS|43.22.02|Installazione di impianti di depurazione per piscine|F
CLASS|43.22.03|Installazione di impianti di spegnimento di incendi|F
CLASS|43.22.04|Installazione di impianti di irrigazione per giardini|F
CLASS|43.22.05|Installazione di altri impianti termo-idraulici|F
CLASS|43.22.06|Installazione di impianti per la distribuzione del gas|F
CLASS|43.22.07|Installazione di impianti di riscaldamento e di condizionamento dell'aria|F
